날짜,종가,오픈,고가,저가,거래량,변동 %
2008년 3월 3일,"2,258.60","2,271.30","2,275.80","2,240.30",937.64M,-0.57%
2008년 2월 29일,"2,271.50","2,309.10","2,311.20","2,265.00",1.10B,-2.58%
2008년 2월 28일,"2,331.60","2,342.60","2,352.90","2,324.50",869.37M,-0.94%
2008년 2월 27일,"2,353.80","2,329.20","2,363.50","2,326.30",945.28M,0.37%
2008년 2월 26일,"2,345.00","2,314.40","2,361.10","2,311.30",1.00B,0.75%
2008년 2월 25일,"2,327.50","2,303.40","2,333.70","2,294.40",945.73M,1.05%
2008년 2월 22일,"2,303.40","2,306.60","2,308.80","2,265.40",962.09M,0.16%
2008년 2월 21일,"2,299.80","2,344.10","2,353.80","2,294.80",966.53M,-1.17%
2008년 2월 20일,"2,327.10","2,292.80","2,331.70","2,291.20",976.64M,0.91%
2008년 2월 19일,"2,306.20","2,349.00","2,352.80","2,300.10",831.05M,-0.67%
2008년 2월 15일,"2,321.80","2,320.60","2,329.20","2,305.80",889.97M,-0.46%
2008년 2월 14일,"2,332.50","2,376.20","2,376.20","2,328.60",940.50M,-1.74%
2008년 2월 13일,"2,373.90","2,347.20","2,373.90","2,338.90",956.17M,2.32%
2008년 2월 12일,"2,320.00","2,333.30","2,349.60","2,305.80",934.58M,0.00%
2008년 2월 11일,"2,320.10","2,310.80","2,326.20","2,294.40",934.98M,0.66%
2008년 2월 8일,"2,304.90","2,290.50","2,318.70","2,280.30",965.35M,0.52%
2008년 2월 7일,"2,293.00","2,259.60","2,318.50","2,252.60",1.26B,0.63%
2008년 2월 6일,"2,278.80","2,327.20","2,338.30","2,277.30",1.07B,-1.33%
2008년 2월 5일,"2,309.60","2,344.80","2,359.40","2,309.60",1.08B,-3.08%
2008년 2월 4일,"2,382.90","2,413.40","2,413.40","2,382.10",919.78M,-1.26%
2008년 2월 1일,"2,413.40","2,392.60","2,419.20","2,374.50",1.34B,0.98%
2008년 1월 31일,"2,389.90","2,317.10","2,403.50","2,313.50",1.28B,1.74%
2008년 1월 30일,"2,349.00","2,346.40","2,396.00","2,343.90",1.12B,-0.38%
2008년 1월 29일,"2,358.10","2,360.40","2,362.10","2,332.00",972.92M,0.35%
2008년 1월 28일,"2,349.90","2,324.90","2,349.90","2,306.60",911.86M,1.02%
2008년 1월 25일,"2,326.20","2,402.80","2,408.20","2,322.60",1.18B,-1.47%
2008년 1월 24일,"2,360.90","2,328.90","2,361.90","2,326.40",1.32B,1.92%
2008년 1월 23일,"2,316.40","2,226.80","2,320.10","2,202.50",1.62B,1.05%
2008년 1월 22일,"2,292.30","2,221.20","2,318.60","2,221.20",1.53B,-2.04%
2008년 1월 18일,"2,340.00","2,365.60","2,384.20","2,323.30",1.40B,-0.29%
2008년 1월 17일,"2,346.90","2,405.70","2,416.50","2,343.60",1.26B,-1.99%
2008년 1월 16일,"2,394.60","2,390.60","2,429.60","2,361.20",1.52B,-0.95%
2008년 1월 15일,"2,417.60","2,449.00","2,455.30","2,412.50",1.08B,-2.45%
2008년 1월 14일,"2,478.30","2,470.90","2,483.10","2,455.30",925.05M,1.57%
2008년 1월 11일,"2,439.90","2,471.90","2,473.90","2,428.90",1.05B,-1.95%
2008년 1월 10일,"2,488.50","2,452.10","2,503.60","2,446.80",1.22B,0.56%
2008년 1월 9일,"2,474.60","2,443.90","2,474.60","2,407.40",1.25B,1.39%
2008년 1월 8일,"2,440.50","2,507.00","2,527.40","2,440.50",1.12B,-2.36%
2008년 1월 7일,"2,499.50","2,514.10","2,521.60","2,471.20",1.14B,-0.21%
2008년 1월 4일,"2,504.60","2,571.10","2,571.10","2,502.70",1.08B,-3.77%
2008년 1월 3일,"2,602.70","2,612.00","2,624.30","2,592.20",875.78M,-0.27%
2008년 1월 2일,"2,609.60","2,653.90","2,661.50","2,597.80",931.36M,-1.61%
2007년 12월 31일,"2,652.30","2,663.80","2,668.60","2,646.10",658.48M,-0.83%
2007년 12월 28일,"2,674.50","2,693.40","2,697.80","2,661.80",566.85M,-0.09%
2007년 12월 27일,"2,676.80","2,715.00","2,717.10","2,675.90",611.18M,-1.75%
2007년 12월 26일,"2,724.40","2,702.80","2,727.60","2,698.50",539.39M,0.40%
2007년 12월 24일,"2,713.50","2,694.40","2,715.80","2,694.40",315.73M,0.80%
2007년 12월 21일,"2,692.00","2,676.90","2,692.00","2,671.60",1.34B,1.94%
2007년 12월 20일,"2,640.90","2,628.10","2,640.90","2,605.20",843.41M,1.53%
2007년 12월 19일,"2,601.00","2,593.30","2,609.70","2,583.30",798.99M,0.19%
2007년 12월 18일,"2,596.00","2,597.60","2,604.40","2,554.00",867.03M,0.84%
2007년 12월 17일,"2,574.50","2,623.20","2,626.40","2,574.50",829.73M,-2.32%
2007년 12월 14일,"2,635.70","2,647.70","2,671.90","2,634.80",853.43M,-1.23%
2007년 12월 13일,"2,668.50","2,651.40","2,670.30","2,641.60",923.64M,-0.10%
2007년 12월 12일,"2,671.10","2,703.30","2,712.60","2,638.80",997.80M,0.71%
2007년 12월 11일,"2,652.40","2,723.10","2,734.80","2,650.20",968.73M,-2.45%
2007년 12월 10일,"2,718.90","2,710.70","2,727.80","2,706.60",758.13M,0.47%
2007년 12월 7일,"2,706.20","2,710.30","2,712.00","2,696.00",755.69M,-0.11%
2007년 12월 6일,"2,709.00","2,665.90","2,709.10","2,664.70",819.54M,1.60%
2007년 12월 5일,"2,666.40","2,649.00","2,671.70","2,647.40",967.35M,1.78%
2007년 12월 4일,"2,619.80","2,620.30","2,636.00","2,613.80",833.49M,-0.66%
2007년 12월 3일,"2,637.10","2,654.90","2,667.80","2,637.00",828.58M,-0.90%
2007년 11월 30일,"2,661.00","2,693.60","2,696.20","2,642.30",1.12B,-0.27%
2007년 11월 29일,"2,668.10","2,653.40","2,675.20","2,648.50",876.43M,0.20%
2007년 11월 28일,"2,662.90","2,607.30","2,667.90","2,606.90",1.04B,3.18%
2007년 11월 27일,"2,580.80","2,558.00","2,585.90","2,546.40",934.39M,1.57%
2007년 11월 26일,"2,541.00","2,599.80","2,613.70","2,539.80",856.97M,-2.14%
2007년 11월 23일,"2,596.60","2,579.00","2,601.60","2,567.60",342.99M,1.34%
2007년 11월 21일,"2,562.10","2,570.50","2,597.20","2,542.70",865.76M,-1.33%
2007년 11월 20일,"2,596.80","2,603.50","2,633.80","2,554.30",1.11B,0.13%
2007년 11월 19일,"2,593.40","2,622.40","2,628.10","2,583.30",942.60M,-1.66%
2007년 11월 16일,"2,637.20","2,631.80","2,640.00","2,596.60",1.07B,0.72%
2007년 11월 15일,"2,618.50","2,636.30","2,652.60","2,601.40",955.39M,-0.98%
2007년 11월 14일,"2,644.30","2,698.00","2,698.40","2,636.30",1.01B,-1.10%
2007년 11월 13일,"2,673.60","2,613.40","2,673.60","2,613.40",1.11B,3.46%
2007년 11월 12일,"2,584.10","2,619.40","2,643.00","2,583.00",1.22B,-1.67%
2007년 11월 9일,"2,627.90","2,649.00","2,668.80","2,624.40",1.22B,-2.52%
2007년 11월 8일,"2,696.00","2,748.40","2,753.10","2,648.00",1.43B,-1.92%
2007년 11월 7일,"2,748.80","2,798.40","2,810.20","2,748.30",1.04B,-2.70%
2007년 11월 6일,"2,825.20","2,809.80","2,825.50","2,780.20",988.67M,1.07%
2007년 11월 5일,"2,795.20","2,782.80","2,807.50","2,771.90",883.47M,-0.54%
2007년 11월 2일,"2,810.40","2,812.80","2,817.00","2,773.80",1.01B,0.56%
2007년 11월 1일,"2,794.80","2,835.00","2,835.60","2,793.20",1.05B,-2.25%
2007년 10월 31일,"2,859.10","2,827.80","2,861.50","2,815.70",1.05B,1.51%
2007년 10월 30일,"2,816.70","2,807.30","2,828.80","2,803.70",905.48M,-0.03%
2007년 10월 29일,"2,817.40","2,815.20","2,825.40","2,805.30",853.06M,0.47%
2007년 10월 26일,"2,804.20","2,806.50","2,810.30","2,776.50",1.05B,1.94%
2007년 10월 25일,"2,750.90","2,777.60","2,787.30","2,733.10",1.13B,-0.86%
2007년 10월 24일,"2,774.80","2,775.30","2,782.00","2,720.30",1.13B,-0.88%
2007년 10월 23일,"2,799.30","2,775.50","2,799.30","2,758.50",991.56M,1.65%
2007년 10월 22일,"2,753.90","2,705.90","2,755.50","2,698.10",845.13M,1.06%
2007년 10월 19일,"2,725.20","2,799.30","2,799.30","2,725.20",1.05B,-2.65%
2007년 10월 18일,"2,799.30","2,778.30","2,803.30","2,770.10",820.73M,0.24%
2007년 10월 17일,"2,792.70","2,801.70","2,804.00","2,755.30",994.69M,1.04%
2007년 10월 16일,"2,763.90","2,770.00","2,781.80","2,759.40",857.58M,-0.58%
2007년 10월 15일,"2,780.10","2,809.20","2,811.70","2,764.70",848.87M,-0.91%
2007년 10월 12일,"2,805.70","2,779.80","2,806.20","2,778.30",795.85M,1.21%
2007년 10월 11일,"2,772.20","2,824.60","2,834.00","2,757.80",1.02B,-1.40%
2007년 10월 10일,"2,811.60","2,805.40","2,813.70","2,796.00",789.25M,0.27%
2007년 10월 9일,"2,803.90","2,793.90","2,806.40","2,784.50",785.35M,0.59%
2007년 10월 8일,"2,787.40","2,777.70","2,787.40","2,771.60",841.29M,0.25%
2007년 10월 5일,"2,780.30","2,754.70","2,784.90","2,749.90",840.71M,1.71%
2007년 10월 4일,"2,733.60","2,735.40","2,735.50","2,718.10",707.50M,0.15%
2007년 10월 3일,"2,729.40","2,734.30","2,746.10","2,721.20",772.13M,-0.64%
2007년 10월 2일,"2,747.10","2,740.60","2,747.10","2,732.70",753.26M,0.22%
2007년 10월 1일,"2,741.00","2,704.30","2,743.50","2,704.30",863.17M,1.46%
2007년 9월 28일,"2,701.50","2,709.60","2,716.80","2,692.00",848.41M,-0.30%
2007년 9월 27일,"2,709.60","2,711.80","2,712.80","2,702.00",750.31M,0.39%
2007년 9월 26일,"2,699.00","2,696.50","2,709.20","2,689.60",852.09M,0.58%
2007년 9월 25일,"2,683.40","2,658.50","2,683.90","2,656.30",800.75M,0.58%
2007년 9월 24일,"2,667.90","2,676.40","2,692.20","2,660.50",816.22M,-0.12%
2007년 9월 21일,"2,671.20","2,670.80","2,678.70","2,666.30",1.20B,0.64%
2007년 9월 20일,"2,654.30","2,659.60","2,669.40","2,648.10",748.11M,-0.46%
2007년 9월 19일,"2,666.50","2,665.90","2,683.00","2,654.90",967.56M,0.56%
2007년 9월 18일,"2,651.70","2,593.00","2,651.70","2,583.10",945.60M,2.71%
2007년 9월 17일,"2,581.70","2,594.00","2,596.10","2,575.40",608.31M,-0.79%
2007년 9월 14일,"2,602.20","2,582.10","2,603.60","2,577.70",676.86M,0.04%
2007년 9월 13일,"2,601.10","2,607.10","2,612.70","2,589.40",725.84M,0.35%
2007년 9월 12일,"2,592.10","2,592.80","2,612.20","2,590.40",776.33M,-0.21%
2007년 9월 11일,"2,597.50","2,573.30","2,598.90","2,572.90",745.90M,1.50%
2007년 9월 10일,"2,559.10","2,581.80","2,588.90","2,536.90",783.22M,-0.26%
2007년 9월 7일,"2,565.70","2,581.50","2,584.30","2,556.60",806.14M,-1.86%
2007년 9월 6일,"2,614.30","2,615.70","2,620.90","2,595.50",772.22M,0.32%
2007년 9월 5일,"2,605.90","2,618.30","2,621.50","2,596.70",841.92M,-0.92%
2007년 9월 4일,"2,630.20","2,596.40","2,644.40","2,596.40",803.18M,1.30%
2007년 8월 31일,"2,596.40","2,596.20","2,603.10","2,579.80",704.76M,1.21%
2007년 8월 30일,"2,565.30","2,545.10","2,587.90","2,542.50",730.53M,0.08%
2007년 8월 29일,"2,563.20","2,518.80","2,563.20","2,512.60",713.32M,2.50%
2007년 8월 28일,"2,500.60","2,546.40","2,548.10","2,500.60",698.99M,-2.37%
2007년 8월 27일,"2,561.30","2,570.40","2,573.80","2,557.50",578.27M,-0.60%
2007년 8월 24일,"2,576.70","2,539.60","2,576.70","2,534.60",708.17M,1.38%
2007년 8월 23일,"2,541.70","2,562.40","2,565.40","2,530.60",750.77M,-0.43%
2007년 8월 22일,"2,552.80","2,543.00","2,554.90","2,533.70",789.64M,1.25%
2007년 8월 21일,"2,521.30","2,502.30","2,529.70","2,500.70",768.90M,0.51%
2007년 8월 20일,"2,508.60","2,511.10","2,516.30","2,487.40",779.99M,0.14%
2007년 8월 17일,"2,505.00","2,510.40","2,525.00","2,466.40",1.31B,2.20%
2007년 8월 16일,"2,451.10","2,440.90","2,460.50","2,386.70",1.54B,-0.32%
2007년 8월 15일,"2,458.80","2,492.80","2,520.40","2,457.90",1.03B,-1.61%
2007년 8월 14일,"2,499.10","2,549.30","2,552.50","2,499.10",901.25M,-1.70%
2007년 8월 13일,"2,542.20","2,566.60","2,572.50","2,541.40",1.03B,-0.10%
2007년 8월 10일,"2,544.90","2,529.50","2,569.30","2,503.20",1.44B,-0.45%
2007년 8월 9일,"2,556.50","2,573.00","2,615.90","2,556.50",1.64B,-2.16%
2007년 8월 8일,"2,613.00","2,582.60","2,627.80","2,582.60",1.68B,2.01%
2007년 8월 7일,"2,561.60","2,532.80","2,577.80","2,523.40",1.30B,0.56%
2007년 8월 6일,"2,547.30","2,524.90","2,547.30","2,492.00",1.28B,1.44%
2007년 8월 3일,"2,511.30","2,572.90","2,575.60","2,511.10",1.20B,-2.51%
2007년 8월 2일,"2,576.00","2,557.60","2,579.30","2,553.10",1.11B,0.89%
2007년 8월 1일,"2,553.20","2,538.50","2,557.10","2,515.80",1.31B,0.30%
2007년 7월 31일,"2,545.60","2,606.30","2,607.40","2,545.60",1.20B,-1.43%
2007년 7월 30일,"2,582.60","2,568.10","2,592.00","2,552.30",1.05B,0.82%
2007년 7월 27일,"2,561.60","2,599.90","2,609.00","2,561.60",1.19B,-1.45%
2007년 7월 26일,"2,599.30","2,620.80","2,632.50","2,563.80",1.50B,-1.84%
2007년 7월 25일,"2,648.20","2,660.20","2,665.80","2,628.10",1.11B,0.31%
2007년 7월 24일,"2,639.90","2,673.70","2,682.40","2,634.00",1.14B,-1.89%
2007년 7월 23일,"2,690.60","2,698.50","2,705.00","2,688.40",926.86M,0.11%
2007년 7월 20일,"2,687.60","2,710.00","2,710.30","2,674.60",1.12B,-1.19%
2007년 7월 19일,"2,720.00","2,716.70","2,724.70","2,710.80",988.93M,0.76%
2007년 7월 18일,"2,699.50","2,695.30","2,699.90","2,674.30",982.99M,-0.47%
2007년 7월 17일,"2,712.30","2,702.10","2,719.90","2,701.60",959.41M,0.55%
2007년 7월 16일,"2,697.30","2,703.40","2,712.10","2,693.70",791.35M,-0.36%
2007년 7월 13일,"2,707.00","2,697.00","2,707.60","2,694.10",772.29M,0.20%
2007년 7월 12일,"2,701.70","2,662.80","2,701.70","2,662.50",984.17M,1.88%
2007년 7월 11일,"2,651.80","2,637.10","2,652.30","2,631.90",865.48M,0.48%
2007년 7월 10일,"2,639.20","2,657.90","2,662.60","2,637.70",990.39M,-1.16%
2007년 7월 9일,"2,670.00","2,669.00","2,672.60","2,660.60",818.38M,0.13%
2007년 7월 6일,"2,666.50","2,656.30","2,668.00","2,649.10",720.94M,0.37%
2007년 7월 5일,"2,656.60","2,646.30","2,658.00","2,637.80",762.28M,0.44%
2007년 7월 3일,"2,644.90","2,636.70","2,644.90","2,635.00",493.79M,0.48%
2007년 7월 2일,"2,632.30","2,617.40","2,632.30","2,614.80",829.34M,1.12%
2007년 6월 29일,"2,603.20","2,619.90","2,626.60","2,590.10",1.02B,-0.20%
2007년 6월 28일,"2,608.40","2,606.10","2,624.60","2,604.60",891.07M,0.12%
2007년 6월 27일,"2,605.40","2,563.80","2,605.90","2,560.40",927.87M,1.21%
2007년 6월 26일,"2,574.20","2,589.20","2,590.90","2,566.30",963.87M,-0.11%
2007년 6월 25일,"2,577.10","2,590.60","2,605.90","2,568.50",953.39M,-0.46%
2007년 6월 22일,"2,589.00","2,610.40","2,612.80","2,583.20",1.59B,-1.07%
2007년 6월 21일,"2,617.00","2,597.60","2,618.50","2,586.10",950.27M,0.65%
2007년 6월 20일,"2,600.00","2,632.20","2,634.60","2,599.60",902.16M,-1.02%
2007년 6월 19일,"2,626.80","2,620.30","2,631.30","2,612.40",866.18M,0.01%
2007년 6월 18일,"2,626.60","2,631.30","2,631.40","2,617.70",765.64M,0.00%
2007년 6월 15일,"2,626.70","2,625.30","2,630.50","2,620.70",1.25B,1.05%
2007년 6월 14일,"2,599.40","2,584.10","2,604.80","2,583.90",873.67M,0.66%
2007년 6월 13일,"2,582.30","2,558.50","2,582.30","2,556.70",959.75M,1.28%
2007년 6월 12일,"2,549.80","2,560.40","2,576.90","2,548.00",920.96M,-0.87%
2007년 6월 11일,"2,572.10","2,569.60","2,584.80","2,566.80",737.37M,-0.05%
2007년 6월 8일,"2,573.50","2,541.10","2,573.70","2,535.00",840.92M,1.27%
2007년 6월 7일,"2,541.40","2,577.40","2,585.70","2,541.40",1.04B,-1.77%
2007년 6월 6일,"2,587.20","2,599.60","2,599.60","2,578.80",891.21M,-0.92%
2007년 6월 5일,"2,611.20","2,611.20","2,613.30","2,595.00",982.84M,-0.27%
2007년 6월 4일,"2,618.30","2,606.10","2,619.80","2,604.90",834.22M,0.17%
2007년 6월 1일,"2,613.90","2,614.00","2,626.40","2,608.70",842.15M,0.36%
2007년 5월 31일,"2,604.50","2,599.50","2,607.90","2,594.30",1.13B,0.46%
2007년 5월 30일,"2,592.60","2,556.20","2,592.60","2,551.70",918.62M,0.80%
2007년 5월 29일,"2,572.10","2,561.00","2,576.40","2,558.40",761.70M,0.58%
2007년 5월 25일,"2,557.20","2,547.40","2,560.00","2,544.50",666.24M,0.76%
2007년 5월 24일,"2,537.90","2,577.20","2,585.70","2,531.30",1.04B,-1.52%
2007년 5월 23일,"2,577.10","2,592.60","2,600.90","2,576.20",892.98M,-0.42%
2007년 5월 22일,"2,588.00","2,580.00","2,593.00","2,573.90",859.51M,0.36%
2007년 5월 21일,"2,578.80","2,560.90","2,587.90","2,560.90",873.93M,0.80%
2007년 5월 18일,"2,558.40","2,548.10","2,559.00","2,540.70",956.92M,0.75%
2007년 5월 17일,"2,539.40","2,544.30","2,547.70","2,535.50",862.22M,-0.32%
2007년 5월 16일,"2,547.40","2,532.70","2,547.40","2,519.40",918.87M,0.88%
2007년 5월 15일,"2,525.30","2,544.70","2,557.80","2,523.80",981.58M,-0.83%
2007년 5월 14일,"2,546.40","2,564.10","2,568.90","2,537.90",880.74M,-0.62%
2007년 5월 11일,"2,562.20","2,541.70","2,562.40","2,539.70",786.19M,1.12%
2007년 5월 10일,"2,533.70","2,564.80","2,570.70","2,533.10",1.02B,-1.65%
2007년 5월 9일,"2,576.30","2,557.60","2,580.00","2,555.70",978.35M,0.18%
2007년 5월 8일,"2,571.80","2,563.20","2,571.80","2,551.10",877.81M,0.03%
2007년 5월 7일,"2,570.90","2,572.60","2,580.10","2,569.20",769.64M,-0.05%
2007년 5월 4일,"2,572.10","2,574.50","2,578.00","2,561.70",997.02M,0.26%
2007년 5월 3일,"2,565.50","2,560.90","2,569.80","2,555.80",983.73M,0.30%
2007년 5월 2일,"2,557.80","2,532.00","2,562.80","2,532.00",964.29M,1.04%
2007년 5월 1일,"2,531.50","2,529.90","2,532.40","2,510.60",1.09B,0.26%
2007년 4월 30일,"2,525.10","2,558.10","2,558.80","2,525.10",1.01B,-1.26%
2007년 4월 27일,"2,557.20","2,554.50","2,563.00","2,550.10",974.28M,0.11%
2007년 4월 26일,"2,554.50","2,551.50","2,560.60","2,544.10",1.11B,0.26%
2007년 4월 25일,"2,547.90","2,533.50","2,551.40","2,523.80",1.17B,0.92%
2007년 4월 24일,"2,524.50","2,528.40","2,529.50","2,509.30",1.04B,0.03%
2007년 4월 23일,"2,523.70","2,525.80","2,531.40","2,518.50",872.68M,-0.11%
2007년 4월 20일,"2,526.40","2,525.20","2,532.20","2,515.20",1.04B,0.84%
2007년 4월 19일,"2,505.40","2,497.20","2,515.90","2,490.30",955.40M,-0.21%
2007년 4월 18일,"2,510.50","2,507.30","2,518.20","2,499.60",931.98M,-0.26%
2007년 4월 17일,"2,516.90","2,519.10","2,522.10","2,510.60",889.83M,-0.05%
2007년 4월 16일,"2,518.30","2,500.60","2,519.00","2,500.60",816.45M,1.06%
2007년 4월 13일,"2,491.90","2,479.70","2,491.90","2,468.20",845.29M,0.47%
2007년 4월 12일,"2,480.30","2,455.70","2,480.40","2,448.70",847.09M,0.85%
2007년 4월 11일,"2,459.30","2,477.80","2,478.50","2,452.10",887.50M,-0.74%
2007년 4월 10일,"2,477.60","2,468.10","2,479.50","2,468.00",840.37M,0.34%
2007년 4월 9일,"2,469.20","2,478.00","2,478.70","2,464.60",795.45M,-0.09%
2007년 4월 5일,"2,471.30","2,457.60","2,471.30","2,455.60",700.39M,0.51%
2007년 4월 4일,"2,458.70","2,451.90","2,461.50","2,448.70",775.19M,0.34%
2007년 4월 3일,"2,450.30","2,432.30","2,456.20","2,432.30",878.45M,1.16%
2007년 4월 2일,"2,422.30","2,425.40","2,427.90","2,409.00",800.62M,0.03%
2007년 3월 30일,"2,421.60","2,419.90","2,432.20","2,403.00",965.51M,0.16%
2007년 3월 29일,"2,417.90","2,432.50","2,433.00","2,396.80",889.17M,0.03%
2007년 3월 28일,"2,417.10","2,427.20","2,434.30","2,413.10",863.59M,-0.83%
2007년 3월 27일,"2,437.40","2,448.90","2,450.00","2,435.20",802.40M,-0.74%
2007년 3월 26일,"2,455.60","2,451.60","2,455.60","2,428.00",805.96M,0.27%
2007년 3월 23일,"2,448.90","2,451.80","2,460.00","2,447.80",778.24M,-0.11%
2007년 3월 22일,"2,451.70","2,457.10","2,457.40","2,442.50",877.30M,-0.17%
2007년 3월 21일,"2,455.90","2,415.50","2,455.90","2,405.40",1.00B,1.98%
2007년 3월 20일,"2,408.20","2,394.80","2,412.60","2,393.20",824.16M,0.58%
2007년 3월 19일,"2,394.40","2,384.70","2,399.80","2,381.60",786.53M,0.92%
2007년 3월 16일,"2,372.70","2,376.80","2,385.30","2,364.40",1.07B,-0.25%
2007년 3월 15일,"2,378.70","2,371.00","2,382.60","2,367.70",786.91M,0.29%
2007년 3월 14일,"2,371.70","2,350.90","2,371.70","2,331.60",1.07B,0.90%
2007년 3월 13일,"2,350.60","2,388.90","2,396.00","2,350.60",1.04B,-2.15%
2007년 3월 12일,"2,402.30","2,385.10","2,404.00","2,384.40",762.52M,0.62%
2007년 3월 9일,"2,387.60","2,403.10","2,404.80","2,375.60",837.34M,-0.01%
2007년 3월 8일,"2,387.70","2,396.60","2,402.20","2,382.00",893.61M,0.55%
2007년 3월 7일,"2,374.60","2,382.60","2,388.80","2,371.90",867.90M,-0.44%
2007년 3월 6일,"2,385.10","2,363.10","2,390.10","2,361.30",966.54M,1.90%
2007년 3월 5일,"2,340.70","2,368.00","2,377.80","2,340.40",1.03B,-1.15%
2007년 3월 2일,"2,368.00","2,389.90","2,401.30","2,368.00",1.09B,-1.51%
2007년 3월 1일,"2,404.20","2,377.20","2,419.10","2,359.40",1.26B,-0.49%
2007년 2월 28일,"2,416.10","2,411.90","2,431.90","2,395.40",1.18B,0.34%
2007년 2월 27일,"2,407.90","2,468.70","2,470.90","2,402.40",1.38B,-3.86%
2007년 2월 26일,"2,504.50","2,525.00","2,526.00","2,492.50",833.31M,-0.42%
2007년 2월 23일,"2,515.10","2,522.50","2,522.80","2,506.90",849.58M,-0.39%
2007년 2월 22일,"2,524.90","2,523.40","2,531.40","2,509.10",846.07M,0.26%
2007년 2월 21일,"2,518.40","2,503.50","2,518.40","2,501.00",850.02M,0.21%
2007년 2월 20일,"2,513.00","2,491.80","2,514.20","2,479.90",945.34M,0.67%
2007년 2월 16일,"2,496.30","2,491.50","2,497.90","2,482.70",850.10M,-0.03%
2007년 2월 15일,"2,497.10","2,489.80","2,498.40","2,485.50",796.67M,0.35%
2007년 2월 14일,"2,488.40","2,468.00","2,494.50","2,468.00",896.21M,1.16%
2007년 2월 13일,"2,459.90","2,455.30","2,464.60","2,452.20",761.65M,0.39%
2007년 2월 12일,"2,450.40","2,460.60","2,460.60","2,444.70",768.45M,-0.38%
2007년 2월 9일,"2,459.80","2,491.60","2,496.50","2,453.40",932.49M,-1.16%
2007년 2월 8일,"2,488.70","2,484.50","2,492.40","2,477.70",833.69M,-0.07%
2007년 2월 7일,"2,490.50","2,483.70","2,495.30","2,475.60",932.60M,0.77%
2007년 2월 6일,"2,471.50","2,475.80","2,478.20","2,454.60",911.30M,0.04%
2007년 2월 5일,"2,470.60","2,475.00","2,481.60","2,466.20",826.44M,-0.21%
2007년 2월 2일,"2,475.90","2,474.20","2,478.40","2,466.60",783.42M,0.30%
2007년 2월 1일,"2,468.40","2,474.10","2,481.40","2,458.70",921.06M,0.18%
2007년 1월 31일,"2,463.90","2,443.30","2,471.20","2,433.80",968.82M,0.62%
2007년 1월 30일,"2,448.60","2,446.70","2,451.00","2,437.40",763.00M,0.31%
2007년 1월 29일,"2,441.10","2,434.60","2,451.80","2,431.30",825.55M,0.23%
2007년 1월 26일,"2,435.50","2,441.10","2,443.40","2,418.60",878.72M,0.05%
2007년 1월 25일,"2,434.20","2,469.30","2,470.50","2,430.60",947.87M,-1.30%
2007년 1월 24일,"2,466.30","2,443.00","2,466.30","2,440.80",937.91M,1.43%
2007년 1월 23일,"2,431.40","2,428.30","2,447.00","2,426.00",870.67M,0.01%
2007년 1월 22일,"2,431.10","2,454.50","2,454.70","2,422.90",823.72M,-0.83%
2007년 1월 19일,"2,451.30","2,437.60","2,453.80","2,435.70",894.79M,0.33%
2007년 1월 18일,"2,443.20","2,475.30","2,475.80","2,438.10",1.04B,-1.46%
2007년 1월 17일,"2,479.40","2,487.90","2,496.90","2,475.80",997.90M,-0.74%
2007년 1월 16일,"2,497.80","2,504.60","2,508.90","2,493.90",948.61M,-0.20%
2007년 1월 12일,"2,502.80","2,481.70","2,502.80","2,481.50",944.80M,0.72%
2007년 1월 11일,"2,484.90","2,464.90","2,489.50","2,463.40",1.03B,1.04%
2007년 1월 10일,"2,459.30","2,434.00","2,461.30","2,427.90",993.04M,0.63%
2007년 1월 9일,"2,443.80","2,443.30","2,449.90","2,423.60",958.92M,0.23%
2007년 1월 8일,"2,438.20","2,435.30","2,445.60","2,421.10",854.18M,0.16%
2007년 1월 5일,"2,434.30","2,445.10","2,445.10","2,420.60",934.69M,-0.78%
2007년 1월 4일,"2,453.40","2,423.80","2,460.50","2,413.80",955.81M,1.25%
2007년 1월 3일,"2,423.20","2,429.70","2,454.60","2,394.70",1.14B,0.33%
2006년 12월 29일,"2,415.30","2,423.00","2,437.40","2,413.40",646.66M,-0.42%
2006년 12월 28일,"2,425.60","2,425.30","2,432.50","2,420.90",577.50M,-0.23%
2006년 12월 27일,"2,431.20","2,418.80","2,432.70","2,418.80",577.18M,0.73%
2006년 12월 26일,"2,413.50","2,398.20","2,414.20","2,397.70",486.58M,0.51%
2006년 12월 22일,"2,401.20","2,416.00","2,416.50","2,400.70",593.31M,-0.61%
2006년 12월 21일,"2,415.90","2,430.10","2,433.10","2,409.00",806.02M,-0.48%
2006년 12월 20일,"2,427.60","2,432.00","2,443.30","2,426.40",813.46M,-0.08%
2006년 12월 19일,"2,429.60","2,420.10","2,437.30","2,408.90",876.53M,-0.25%
2006년 12월 18일,"2,435.60","2,462.40","2,470.90","2,428.70",863.22M,-0.88%
2006년 12월 15일,"2,457.20","2,467.40","2,470.00","2,455.20",1.20B,0.14%
2006년 12월 14일,"2,453.90","2,435.80","2,461.30","2,435.80",853.30M,0.88%
2006년 12월 13일,"2,432.40","2,444.10","2,444.10","2,423.90",808.49M,0.03%
2006년 12월 12일,"2,431.60","2,443.00","2,444.70","2,419.30",843.56M,-0.46%
2006년 12월 11일,"2,442.90","2,437.40","2,453.20","2,430.00",801.60M,0.23%
