날짜,종가,오픈,고가,저가,거래량,변동 %
2013년 4월 23일,"3,269.30","3,252.80","3,275.90","3,241.50",418.17M,1.11%
2013년 4월 22일,"3,233.60","3,217.40","3,241.20","3,198.70",426.94M,0.86%
2013년 4월 19일,"3,206.10","3,169.30","3,210.00","3,168.30",494.38M,1.25%
2013년 4월 18일,"3,166.40","3,212.20","3,213.00","3,155.00",460.30M,-1.20%
2013년 4월 17일,"3,204.70","3,236.30","3,237.00","3,186.10",490.88M,-1.84%
2013년 4월 16일,"3,264.60","3,239.10","3,265.80","3,231.40",387.38M,1.50%
2013년 4월 15일,"3,216.50","3,277.60","3,283.40","3,213.50",484.38M,-2.38%
2013년 4월 12일,"3,294.90","3,292.40","3,296.50","3,271.00",374.58M,-0.16%
2013년 4월 11일,"3,300.20","3,289.60","3,306.90","3,287.70",432.12M,0.09%
2013년 4월 10일,"3,297.30","3,246.10","3,299.20","3,245.80",420.21M,1.83%
2013년 4월 9일,"3,237.90","3,229.80","3,249.90","3,215.00",371.76M,0.48%
2013년 4월 8일,"3,222.30","3,207.10","3,222.30","3,195.60",333.25M,0.57%
2013년 4월 5일,"3,203.90","3,174.00","3,206.20","3,168.90",400.59M,-0.65%
2013년 4월 4일,"3,225.00","3,219.10","3,226.20","3,206.00",354.61M,0.20%
2013년 4월 3일,"3,218.60","3,257.40","3,260.10","3,210.40",440.86M,-1.11%
2013년 4월 2일,"3,254.90","3,252.60","3,267.90","3,245.40",366.75M,0.48%
2013년 4월 1일,"3,239.20","3,268.60","3,270.20","3,230.60",366.64M,-0.87%
2013년 3월 28일,"3,267.50","3,257.30","3,270.30","3,253.20",423.25M,0.34%
2013년 3월 27일,"3,256.50","3,230.80","3,258.30","3,227.00",316.13M,0.12%
2013년 3월 26일,"3,252.50","3,249.90","3,252.90","3,239.90",306.78M,0.53%
2013년 3월 25일,"3,235.30","3,255.90","3,263.60","3,222.50",380.23M,-0.30%
2013년 3월 22일,"3,245.00","3,235.30","3,247.90","3,230.90",354.60M,0.70%
2013년 3월 21일,"3,222.60","3,228.20","3,237.60","3,215.70",360.38M,-0.97%
2013년 3월 20일,"3,254.20","3,251.90","3,258.00","3,240.90",348.77M,0.78%
2013년 3월 19일,"3,229.10","3,246.70","3,252.60","3,205.40",371.62M,-0.26%
2013년 3월 18일,"3,237.60","3,215.70","3,249.40","3,211.10",352.52M,-0.35%
2013년 3월 15일,"3,249.10","3,260.50","3,260.60","3,242.60",872.86M,-0.30%
2013년 3월 14일,"3,258.90","3,253.00","3,258.90","3,250.20",364.80M,0.43%
2013년 3월 13일,"3,245.10","3,243.00","3,251.40","3,230.60",340.77M,0.09%
2013년 3월 12일,"3,242.30","3,244.90","3,249.80","3,229.90",366.79M,-0.32%
2013년 3월 11일,"3,252.90","3,237.70","3,252.90","3,233.70",346.20M,0.26%
2013년 3월 8일,"3,244.40","3,245.90","3,248.70","3,227.90",354.70M,0.38%
2013년 3월 7일,"3,232.10","3,224.50","3,235.10","3,221.50",365.78M,0.30%
2013년 3월 6일,"3,222.40","3,233.30","3,233.40","3,217.70",377.54M,-0.05%
2013년 3월 5일,"3,224.10","3,200.40","3,227.30","3,200.30",418.69M,1.32%
2013년 3월 4일,"3,182.00","3,159.50","3,182.30","3,154.80",397.77M,0.39%
2013년 3월 1일,"3,169.70","3,143.50","3,171.50","3,129.40",431.39M,0.30%
2013년 2월 28일,"3,160.20","3,161.40","3,182.60","3,159.70",540.44M,-0.07%
2013년 2월 27일,"3,162.30","3,129.70","3,177.80","3,127.30",396.96M,1.04%
2013년 2월 26일,"3,129.60","3,126.20","3,135.60","3,105.40",430.03M,0.43%
2013년 2월 25일,"3,116.30","3,180.60","3,186.30","3,116.30",456.01M,-1.44%
2013년 2월 22일,"3,161.80","3,149.10","3,161.80","3,139.60",359.90M,0.97%
2013년 2월 21일,"3,131.50","3,154.90","3,155.20","3,118.60",441.00M,-1.04%
2013년 2월 20일,"3,164.40","3,212.00","3,213.30","3,163.90",459.79M,-1.53%
2013년 2월 19일,"3,213.60","3,197.50","3,213.60","3,194.90",407.53M,0.68%
2013년 2월 15일,"3,192.00","3,202.80","3,206.20","3,184.00",480.04M,-0.21%
2013년 2월 14일,"3,198.70","3,182.70","3,202.30","3,182.40",415.06M,0.06%
2013년 2월 13일,"3,196.90","3,195.30","3,205.50","3,187.10",404.45M,0.33%
2013년 2월 12일,"3,186.50","3,190.70","3,196.90","3,184.80",404.99M,-0.17%
2013년 2월 11일,"3,192.00","3,192.50","3,194.00","3,182.20",325.43M,-0.06%
2013년 2월 8일,"3,193.90","3,178.10","3,196.90","3,177.20",383.64M,0.91%
2013년 2월 7일,"3,165.10","3,167.40","3,170.40","3,136.00",414.27M,-0.11%
2013년 2월 6일,"3,168.50","3,159.40","3,174.80","3,157.40",414.86M,-0.10%
2013년 2월 5일,"3,171.60","3,140.90","3,178.50","3,136.80",433.50M,1.29%
2013년 2월 4일,"3,131.20","3,161.70","3,169.60","3,130.60",433.02M,-1.51%
2013년 2월 1일,"3,179.10","3,162.90","3,183.10","3,154.90",470.01M,1.18%
2013년 1월 31일,"3,142.10","3,140.70","3,154.20","3,136.80",520.15M,-0.01%
2013년 1월 30일,"3,142.30","3,157.40","3,164.10","3,135.80",439.35M,-0.36%
2013년 1월 29일,"3,153.70","3,149.60","3,156.90","3,133.10",423.35M,-0.02%
2013년 1월 28일,"3,154.30","3,152.20","3,161.80","3,144.90",383.49M,0.15%
2013년 1월 25일,"3,149.70","3,140.60","3,156.20","3,135.90",409.49M,0.62%
2013년 1월 24일,"3,130.40","3,125.70","3,153.60","3,124.40",427.84M,-0.74%
2013년 1월 23일,"3,153.70","3,155.80","3,161.10","3,149.70",359.68M,0.33%
2013년 1월 22일,"3,143.20","3,135.60","3,143.20","3,121.50",379.22M,0.27%
2013년 1월 18일,"3,134.70","3,127.90","3,134.70","3,119.20",486.02M,-0.04%
2013년 1월 17일,"3,136.00","3,130.50","3,144.10","3,125.80",375.20M,0.59%
2013년 1월 16일,"3,117.50","3,110.70","3,124.60","3,106.80",352.34M,0.22%
2013년 1월 15일,"3,110.80","3,101.10","3,112.30","3,093.30",374.30M,-0.22%
2013년 1월 14일,"3,117.50","3,113.60","3,123.50","3,104.10",386.85M,-0.26%
2013년 1월 11일,"3,125.60","3,122.10","3,126.60","3,114.10",342.67M,0.12%
2013년 1월 10일,"3,121.80","3,125.60","3,127.70","3,098.50",353.22M,0.51%
2013년 1월 9일,"3,105.80","3,099.60","3,111.20","3,096.30",353.26M,0.45%
2013년 1월 8일,"3,091.80","3,098.50","3,103.40","3,076.60",372.48M,-0.23%
2013년 1월 7일,"3,098.80","3,089.20","3,102.40","3,083.90",349.04M,-0.09%
2013년 1월 4일,"3,101.70","3,100.90","3,108.40","3,090.80",366.40M,0.04%
2013년 1월 3일,"3,100.60","3,108.50","3,118.20","3,092.30",379.34M,-0.38%
2013년 1월 2일,"3,112.30","3,091.30","3,112.60","3,083.50",482.50M,3.07%
2012년 12월 31일,"3,019.50","2,955.40","3,021.40","2,953.50",374.05M,2.00%
2012년 12월 28일,"2,960.30","2,965.10","2,985.50","2,959.40",257.63M,-0.86%
2012년 12월 27일,"2,985.90","2,989.90","2,993.70","2,951.00",283.95M,-0.14%
2012년 12월 26일,"2,990.20","3,013.10","3,018.60","2,983.40",227.33M,-0.74%
2012년 12월 24일,"3,012.60","3,013.90","3,016.20","3,008.50",146.53M,-0.28%
2012년 12월 21일,"3,021.00","2,998.60","3,022.20","2,995.10",1.08B,-0.96%
2012년 12월 20일,"3,050.40","3,050.30","3,053.50","3,034.10",367.04M,0.20%
2012년 12월 19일,"3,044.40","3,059.00","3,061.80","3,044.40",407.37M,-0.33%
2012년 12월 18일,"3,054.50","3,020.80","3,056.60","3,016.40",424.90M,1.46%
2012년 12월 17일,"3,010.60","2,975.50","3,011.20","2,973.50",414.46M,1.32%
2012년 12월 14일,"2,971.30","2,976.90","2,985.30","2,963.80",378.69M,-0.70%
2012년 12월 13일,"2,992.20","3,007.80","3,026.50","2,982.60",382.58M,-0.72%
2012년 12월 12일,"3,013.80","3,033.90","3,035.20","3,008.50",365.55M,-0.28%
2012년 12월 11일,"3,022.30","3,005.40","3,033.10","3,003.80",426.18M,1.18%
2012년 12월 10일,"2,987.00","2,973.20","2,997.60","2,971.60",331.96M,0.30%
2012년 12월 7일,"2,978.00","2,999.70","3,003.30","2,968.80",337.01M,-0.38%
2012년 12월 6일,"2,989.30","2,968.00","2,996.50","2,962.00",364.11M,0.52%
2012년 12월 5일,"2,973.70","2,993.20","2,994.70","2,958.30",396.20M,-0.77%
2012년 12월 4일,"2,996.70","3,000.40","3,002.90","2,980.90",391.21M,-0.18%
2012년 12월 3일,"3,002.20","3,029.20","3,030.30","2,999.60",371.18M,-0.27%
2012년 11월 30일,"3,010.20","3,013.30","3,014.30","2,999.70",655.38M,-0.06%
2012년 11월 29일,"3,012.00","3,005.40","3,017.20","2,996.30",380.10M,0.68%
2012년 11월 28일,"2,991.80","2,952.00","2,992.20","2,935.90",411.77M,0.81%
2012년 11월 27일,"2,967.80","2,974.60","2,985.30","2,965.10",394.72M,-0.30%
2012년 11월 26일,"2,976.80","2,961.00","2,976.90","2,951.70",379.66M,0.33%
2012년 11월 23일,"2,966.90","2,943.60","2,967.20","2,940.70",182.64M,1.38%
2012년 11월 21일,"2,926.60","2,919.10","2,928.20","2,912.40",287.91M,0.34%
2012년 11월 20일,"2,916.70","2,910.70","2,920.00","2,893.40",350.53M,0.02%
2012년 11월 19일,"2,916.10","2,886.00","2,916.10","2,884.80",402.06M,2.21%
2012년 11월 16일,"2,853.10","2,838.90","2,859.60","2,810.80",555.84M,0.57%
2012년 11월 15일,"2,836.90","2,847.80","2,855.60","2,826.80",446.32M,-0.35%
2012년 11월 14일,"2,846.80","2,896.80","2,900.10","2,842.90",481.76M,-1.29%
2012년 11월 13일,"2,883.90","2,880.80","2,909.00","2,877.10",417.56M,-0.70%
2012년 11월 12일,"2,904.30","2,916.40","2,920.00","2,896.60",297.28M,-0.02%
2012년 11월 9일,"2,904.90","2,892.60","2,931.10","2,889.80",417.31M,0.32%
2012년 11월 8일,"2,895.60","2,942.10","2,949.70","2,895.60",438.16M,-1.42%
2012년 11월 7일,"2,937.30","2,976.50","2,977.80","2,926.80",478.33M,-2.48%
2012년 11월 6일,"3,011.90","3,003.70","3,024.40","2,998.90",402.49M,0.41%
2012년 11월 5일,"2,999.70","2,983.00","3,004.90","2,975.90",340.04M,0.59%
2012년 11월 2일,"2,982.10","3,033.90","3,033.90","2,981.70",419.05M,-1.26%
2012년 11월 1일,"3,020.10","2,987.50","3,021.90","2,984.20",455.18M,1.44%
2012년 10월 31일,"2,977.20","2,986.90","2,989.70","2,964.90",445.44M,-0.36%
2012년 10월 26일,"2,987.90","2,986.10","2,999.10","2,961.20",408.11M,0.06%
2012년 10월 25일,"2,986.10","3,005.00","3,007.70","2,976.00",428.33M,0.15%
2012년 10월 24일,"2,981.70","3,011.80","3,012.90","2,978.70",448.43M,-0.29%
2012년 10월 23일,"2,990.50","2,989.40","3,006.60","2,974.10",408.04M,-0.88%
2012년 10월 22일,"3,017.00","3,005.90","3,005.90","2,995.80",366.63M,0.38%
2012년 10월 19일,"3,005.60","3,066.60","3,066.60","3,000.30",581.82M,-2.19%
2012년 10월 18일,"3,072.90","3,097.80","3,102.60","3,065.20",435.10M,-1.01%
2012년 10월 17일,"3,104.10","3,091.40","3,112.40","3,088.10",405.95M,0.10%
2012년 10월 16일,"3,101.20","3,073.20","3,103.00","3,070.30",368.67M,1.21%
2012년 10월 15일,"3,064.20","3,053.20","3,066.30","3,037.30",360.45M,0.66%
2012년 10월 12일,"3,044.10","3,049.10","3,061.80","3,039.60",347.09M,-0.17%
2012년 10월 11일,"3,049.40","3,075.90","3,078.10","3,047.10",351.38M,-0.08%
2012년 10월 10일,"3,051.80","3,066.30","3,071.60","3,046.80",358.01M,-0.43%
2012년 10월 9일,"3,065.00","3,108.00","3,108.00","3,062.50",350.43M,-1.52%
2012년 10월 8일,"3,112.40","3,121.30","3,125.50","3,107.60",348.25M,-0.76%
2012년 10월 5일,"3,136.20","3,161.20","3,171.50","3,130.80",348.18M,-0.42%
2012년 10월 4일,"3,149.50","3,142.40","3,153.50","3,132.60",356.33M,0.45%
2012년 10월 3일,"3,135.20","3,130.90","3,142.40","3,115.00",371.29M,0.49%
2012년 10월 2일,"3,120.00","3,127.70","3,131.60","3,101.60",354.15M,0.21%
2012년 10월 1일,"3,113.50","3,130.30","3,147.00","3,103.90",404.69M,-0.09%
2012년 9월 28일,"3,116.20","3,125.30","3,132.50","3,109.90",463.49M,-0.65%
2012년 9월 27일,"3,136.60","3,105.90","3,142.00","3,098.50",393.32M,1.39%
2012년 9월 26일,"3,093.70","3,113.40","3,114.50","3,080.30",391.16M,-0.77%
2012년 9월 25일,"3,117.70","3,170.40","3,176.30","3,117.70",439.32M,-1.36%
2012년 9월 24일,"3,160.80","3,155.40","3,167.70","3,150.70",387.10M,-0.60%
2012년 9월 21일,"3,180.00","3,194.90","3,196.90","3,178.10",907.65M,0.13%
2012년 9월 20일,"3,176.00","3,166.80","3,178.40","3,156.50",395.26M,-0.21%
2012년 9월 19일,"3,182.60","3,179.00","3,189.40","3,170.30",403.83M,0.15%
2012년 9월 18일,"3,177.80","3,173.60","3,179.40","3,169.40",371.46M,-0.03%
2012년 9월 17일,"3,178.70","3,183.40","3,183.40","3,168.60",349.08M,-0.17%
2012년 9월 14일,"3,183.90","3,166.20","3,195.70","3,164.30",459.32M,0.89%
2012년 9월 13일,"3,155.80","3,117.70","3,167.60","3,112.60",444.32M,1.33%
2012년 9월 12일,"3,114.30","3,115.30","3,120.10","3,098.80",358.66M,0.32%
2012년 9월 11일,"3,104.50","3,105.00","3,117.90","3,099.10",340.71M,0.02%
2012년 9월 10일,"3,104.00","3,131.30","3,133.90","3,102.80",349.41M,-1.03%
2012년 9월 7일,"3,136.40","3,133.20","3,139.60","3,128.20",444.78M,0.02%
2012년 9월 6일,"3,135.80","3,087.90","3,135.80","3,087.70",444.53M,2.17%
2012년 9월 5일,"3,069.30","3,072.60","3,082.80","3,062.50",359.62M,-0.19%
2012년 9월 4일,"3,075.10","3,063.30","3,082.30","3,040.20",361.57M,0.26%
2012년 8월 31일,"3,067.00","3,069.60","3,078.50","3,040.60",377.44M,0.60%
2012년 8월 30일,"3,048.70","3,066.70","3,067.50","3,045.90",290.31M,-1.05%
2012년 8월 29일,"3,081.20","3,078.10","3,087.20","3,067.60",287.41M,0.13%
2012년 8월 28일,"3,077.10","3,069.40","3,083.20","3,063.60",315.42M,0.13%
2012년 8월 27일,"3,073.20","3,083.60","3,085.80","3,068.10",325.26M,0.11%
2012년 8월 24일,"3,069.80","3,045.20","3,076.80","3,042.20",315.45M,0.54%
2012년 8월 23일,"3,053.40","3,065.80","3,070.30","3,045.50",339.91M,-0.66%
2012년 8월 22일,"3,073.70","3,059.90","3,080.70","3,053.40",347.83M,0.21%
2012년 8월 21일,"3,067.30","3,085.30","3,100.50","3,058.70",380.18M,-0.29%
2012년 8월 20일,"3,076.20","3,072.70","3,076.20","3,059.90",341.40M,-0.01%
2012년 8월 17일,"3,076.60","3,067.10","3,076.70","3,060.10",411.83M,0.46%
2012년 8월 16일,"3,062.40","3,037.20","3,067.40","3,033.30",445.28M,1.04%
2012년 8월 15일,"3,030.90","3,013.30","3,032.10","3,013.30",364.14M,0.46%
2012년 8월 14일,"3,017.00","3,032.70","3,034.20","3,009.90",371.46M,-0.18%
2012년 8월 13일,"3,022.50","3,018.30","3,023.00","2,999.10",318.82M,0.05%
2012년 8월 10일,"3,020.90","3,008.80","3,020.90","3,003.40",358.01M,0.07%
2012년 8월 9일,"3,018.60","3,009.90","3,022.70","3,007.30",388.40M,0.25%
2012년 8월 8일,"3,011.30","3,003.80","3,018.90","3,002.40",398.15M,-0.15%
2012년 8월 7일,"3,015.90","3,002.70","3,028.60","3,002.10",450.34M,0.87%
2012년 8월 6일,"2,989.90","2,978.20","3,000.20","2,974.20",383.93M,0.74%
2012년 8월 3일,"2,967.90","2,951.30","2,977.40","2,945.80",432.04M,2.00%
2012년 8월 2일,"2,909.80","2,900.50","2,934.60","2,890.90",471.22M,-0.36%
2012년 8월 1일,"2,920.20","2,956.70","2,958.30","2,917.80",475.21M,-0.66%
2012년 7월 31일,"2,939.50","2,945.10","2,959.60","2,938.40",478.61M,-0.21%
2012년 7월 30일,"2,945.80","2,959.10","2,970.30","2,939.00",359.90M,-0.41%
2012년 7월 27일,"2,958.10","2,906.50","2,961.90","2,901.00",518.94M,2.24%
2012년 7월 26일,"2,893.30","2,896.70","2,905.60","2,876.00",485.68M,1.37%
2012년 7월 25일,"2,854.20","2,856.80","2,870.20","2,839.80",456.73M,-0.31%
2012년 7월 24일,"2,863.00","2,894.90","2,896.60","2,847.20",451.96M,-0.94%
2012년 7월 23일,"2,890.10","2,877.50","2,898.10","2,852.90",408.47M,-1.20%
2012년 7월 20일,"2,925.30","2,957.00","2,957.00","2,925.30",543.62M,-1.37%
2012년 7월 19일,"2,965.90","2,961.70","2,976.20","2,952.40",431.69M,0.79%
2012년 7월 18일,"2,942.60","2,904.20","2,951.30","2,902.90",446.54M,1.12%
2012년 7월 17일,"2,910.00","2,911.50","2,916.60","2,871.60",439.22M,0.45%
2012년 7월 16일,"2,896.90","2,903.00","2,910.20","2,888.00",342.89M,-0.40%
2012년 7월 13일,"2,908.50","2,874.10","2,913.30","2,873.40",343.99M,1.48%
2012년 7월 12일,"2,866.20","2,867.10","2,876.30","2,837.70",442.27M,-0.75%
2012년 7월 11일,"2,888.00","2,898.80","2,905.50","2,866.50",434.69M,-0.49%
2012년 7월 10일,"2,902.30","2,945.40","2,953.50","2,891.40",435.82M,-1.00%
2012년 7월 9일,"2,931.80","2,934.50","2,943.00","2,919.00",380.94M,-0.19%
2012년 7월 6일,"2,937.30","2,955.20","2,957.50","2,921.40",366.47M,-1.30%
2012년 7월 5일,"2,976.10","2,970.40","2,987.90","2,958.30",367.29M,0.00%
2012년 7월 3일,"2,976.10","2,950.80","2,976.10","2,948.40",262.39M,0.84%
2012년 7월 2일,"2,951.20","2,938.40","2,951.20","2,925.70",460.18M,0.55%
2012년 6월 29일,"2,935.10","2,902.40","2,935.10","2,895.60",569.18M,3.00%
2012년 6월 28일,"2,849.50","2,853.90","2,855.70","2,818.20",474.68M,-0.90%
2012년 6월 27일,"2,875.30","2,862.10","2,882.40","2,860.10",403.14M,0.74%
2012년 6월 26일,"2,854.10","2,845.40","2,862.10","2,832.00",401.86M,0.63%
2012년 6월 25일,"2,836.20","2,863.90","2,863.90","2,829.20",401.02M,-1.95%
2012년 6월 22일,"2,892.40","2,866.20","2,894.40","2,863.90",1.09B,1.17%
2012년 6월 21일,"2,859.10","2,929.10","2,930.90","2,857.10",466.65M,-2.44%
2012년 6월 20일,"2,930.40","2,933.00","2,942.30","2,910.00",400.04M,0.02%
2012년 6월 19일,"2,929.80","2,909.90","2,940.20","2,908.40",454.48M,1.19%
2012년 6월 18일,"2,895.30","2,872.50","2,903.00","2,853.90",412.12M,0.78%
2012년 6월 15일,"2,872.80","2,839.40","2,874.40","2,837.90",774.69M,1.29%
2012년 6월 14일,"2,836.30","2,820.60","2,842.30","2,807.60",428.66M,0.63%
2012년 6월 13일,"2,818.60","2,838.10","2,853.20","2,810.60",419.76M,-0.86%
2012년 6월 12일,"2,843.10","2,815.80","2,843.70","2,802.40",410.13M,1.19%
2012년 6월 11일,"2,809.70","2,882.50","2,883.00","2,806.90",403.82M,-1.70%
2012년 6월 8일,"2,858.40","2,823.80","2,860.90","2,814.80",368.77M,0.97%
2012년 6월 7일,"2,831.00","2,872.10","2,873.60","2,827.80",444.10M,-0.48%
2012년 6월 6일,"2,844.70","2,796.20","2,844.70","2,796.20",436.14M,2.40%
2012년 6월 5일,"2,778.10","2,749.40","2,782.00","2,749.30",415.10M,0.66%
2012년 6월 4일,"2,760.00","2,747.60","2,769.90","2,726.70",456.97M,0.46%
2012년 6월 1일,"2,747.50","2,810.10","2,810.10","2,747.20",527.45M,-2.82%
2012년 5월 31일,"2,827.30","2,837.40","2,842.40","2,802.00",737.07M,-0.35%
2012년 5월 30일,"2,837.40","2,847.30","2,847.30","2,825.60",441.25M,-1.17%
2012년 5월 29일,"2,871.00","2,853.30","2,882.80","2,846.70",440.95M,1.18%
2012년 5월 25일,"2,837.50","2,839.70","2,846.30","2,829.80",335.02M,-0.07%
2012년 5월 24일,"2,839.40","2,856.60","2,858.20","2,817.60",462.11M,-0.38%
2012년 5월 23일,"2,850.10","2,832.20","2,855.40","2,795.50",499.20M,0.39%
2012년 5월 22일,"2,839.10","2,853.90","2,867.30","2,823.20",467.04M,-0.29%
2012년 5월 21일,"2,847.20","2,782.60","2,848.80","2,774.80",486.21M,2.46%
2012년 5월 18일,"2,778.80","2,814.40","2,827.30","2,774.40",582.49M,-1.24%
2012년 5월 17일,"2,813.70","2,874.70","2,879.20","2,813.70",506.33M,-2.10%
2012년 5월 16일,"2,874.00","2,904.70","2,913.90","2,872.30",484.88M,-0.68%
2012년 5월 15일,"2,893.80","2,902.30","2,930.70","2,889.40",444.74M,-0.30%
2012년 5월 14일,"2,902.60","2,907.80","2,924.90","2,898.90",430.21M,-1.06%
2012년 5월 11일,"2,933.80","2,919.40","2,960.40","2,918.70",421.69M,0.01%
2012년 5월 10일,"2,933.60","2,950.20","2,950.20","2,923.10",489.46M,-0.04%
2012년 5월 9일,"2,934.70","2,912.40","2,948.80","2,900.20",509.41M,-0.39%
2012년 5월 8일,"2,946.30","2,939.40","2,952.60","2,900.10",530.99M,-0.39%
2012년 5월 7일,"2,957.80","2,940.40","2,970.20","2,939.20",429.48M,0.05%
2012년 5월 4일,"2,956.30","3,001.10","3,001.50","2,956.30",465.45M,-2.25%
2012년 5월 3일,"3,024.30","3,061.10","3,061.40","3,016.20",471.78M,-1.16%
2012년 5월 2일,"3,059.90","3,035.10","3,061.50","3,028.90",447.33M,0.31%
2012년 5월 1일,"3,050.40","3,044.80","3,085.40","3,041.60",469.88M,0.13%
2012년 4월 30일,"3,046.40","3,060.10","3,063.70","3,043.30",444.23M,-0.74%
2012년 4월 27일,"3,069.20","3,060.30","3,076.40","3,043.30",441.28M,0.61%
2012년 4월 26일,"3,050.60","3,029.60","3,056.80","3,027.80",443.71M,0.69%
2012년 4월 25일,"3,029.60","3,013.60","3,031.40","3,010.60",453.37M,2.30%
2012년 4월 24일,"2,961.60","2,967.40","2,979.10","2,950.40",447.85M,-0.30%
2012년 4월 23일,"2,970.40","2,969.00","2,973.40","2,946.00",459.48M,-1.00%
2012년 4월 20일,"3,000.40","3,023.70","3,034.70","2,999.00",561.76M,-0.24%
2012년 4월 19일,"3,007.60","3,028.20","3,058.70","2,994.90",504.69M,-0.79%
2012년 4월 18일,"3,031.40","3,031.80","3,045.00","3,023.90",407.01M,-0.37%
2012년 4월 17일,"3,042.80","3,002.00","3,052.80","2,999.50",403.18M,1.82%
2012년 4월 16일,"2,988.40","3,027.60","3,027.60","2,975.90",417.64M,-0.76%
2012년 4월 13일,"3,011.30","3,045.10","3,045.40","3,010.80",388.07M,-1.45%
2012년 4월 12일,"3,055.60","3,023.10","3,059.30","3,020.40",378.72M,1.30%
2012년 4월 11일,"3,016.50","3,020.10","3,030.50","3,008.80",412.66M,0.84%
2012년 4월 10일,"2,991.20","3,044.70","3,055.20","2,987.00",508.81M,-1.83%
2012년 4월 9일,"3,047.10","3,037.30","3,058.80","3,032.20",371.85M,-1.08%
2012년 4월 5일,"3,080.50","3,061.80","3,083.40","3,061.10",483.01M,0.40%
2012년 4월 4일,"3,068.10","3,085.50","3,086.40","3,052.60",474.23M,-1.46%
2012년 4월 3일,"3,113.60","3,119.60","3,128.30","3,097.40",469.96M,-0.20%
2012년 4월 2일,"3,119.70","3,085.90","3,123.00","3,079.80",454.67M,0.91%
2012년 3월 30일,"3,091.60","3,111.00","3,111.60","3,079.10",519.08M,-0.12%
2012년 3월 29일,"3,095.40","3,087.30","3,099.80","3,069.80",449.58M,-0.31%
2012년 3월 28일,"3,105.00","3,123.80","3,130.60","3,086.90",457.81M,-0.49%
2012년 3월 27일,"3,120.40","3,124.10","3,134.20","3,119.00",401.79M,-0.07%
2012년 3월 26일,"3,122.60","3,090.50","3,122.60","3,090.10",400.28M,1.78%
2012년 3월 23일,"3,067.90","3,066.40","3,070.90","3,044.70",391.25M,0.15%
2012년 3월 22일,"3,063.30","3,055.00","3,068.50","3,050.70",385.90M,-0.39%
2012년 3월 21일,"3,075.30","3,077.40","3,090.10","3,069.10",393.08M,0.04%
2012년 3월 20일,"3,074.10","3,060.90","3,078.70","3,050.80",378.43M,-0.14%
2012년 3월 19일,"3,078.30","3,057.20","3,087.10","3,050.90",383.48M,0.75%
2012년 3월 16일,"3,055.30","3,058.50","3,060.80","3,047.70",792.07M,-0.04%
2012년 3월 15일,"3,056.40","3,048.60","3,059.80","3,037.80",428.06M,0.51%
2012년 3월 14일,"3,040.70","3,042.20","3,051.40","3,024.70",428.47M,0.03%
2012년 3월 13일,"3,039.90","3,003.70","3,039.90","2,996.50",436.87M,1.88%
2012년 3월 12일,"2,983.70","2,989.10","2,994.10","2,973.60",342.13M,-0.16%
2012년 3월 9일,"2,988.30","2,975.10","2,994.00","2,974.00",403.43M,0.60%
2012년 3월 8일,"2,970.40","2,954.40","2,976.10","2,945.70",420.62M,1.18%
2012년 3월 7일,"2,935.70","2,922.60","2,940.30","2,920.50",426.27M,0.87%
2012년 3월 6일,"2,910.30","2,917.50","2,921.80","2,900.30",495.16M,-1.36%
2012년 3월 5일,"2,950.50","2,969.70","2,973.90","2,940.50",417.11M,-0.86%
2012년 3월 2일,"2,976.20","2,986.10","2,996.00","2,968.00",439.35M,-0.43%
2012년 3월 1일,"2,989.00","2,979.10","2,996.40","2,974.60",491.29M,0.74%
2012년 2월 29일,"2,966.90","2,991.70","3,000.10","2,961.80",598.32M,-0.67%
2012년 2월 28일,"2,986.80","2,969.30","2,988.60","2,966.60",473.30M,0.69%
2012년 2월 27일,"2,966.20","2,945.90","2,976.10","2,933.30",439.74M,0.08%
2012년 2월 24일,"2,963.80","2,963.10","2,970.90","2,958.80",375.67M,0.23%
2012년 2월 23일,"2,957.00","2,933.20","2,958.40","2,923.00",438.29M,0.81%
2012년 2월 22일,"2,933.20","2,942.80","2,950.40","2,929.70",427.36M,-0.52%
2012년 2월 21일,"2,948.60","2,957.30","2,965.10","2,934.10",454.47M,-0.11%
2012년 2월 17일,"2,951.80","2,958.20","2,962.80","2,941.60",534.70M,-0.27%
